Issuer Name,Ticker,Issue Date,Cpn,Amount Issued,Maturity,BBG Composite,Maturity Type,Currency,Cntry of Incorp,Green Instrument Indicator
Rallye SA,RALFP,2018/2/8,3.25,101415350,2024/2/8,#N/A N/A,AT MATURITY,CHF,FR,N
Cummins Inc,CMI,1998/3/3,5.65,165000000,2098/3/1,A,AT MATURITY,USD,US,N
Powerlong Real Estate Holdings Ltd,PWRLNG,2016/9/15,4.875,200000000,2021/9/15,B,CALLABLE,USD,KY,N
Sunac China Holdings Ltd,SUNAC,2019/4/11,7.95,750000000,2023/10/11,B+,CALLABLE,USD,KY,N
Vodafone Group PLC,VOD,2018/5/30,4.375,3000000000,2028/5/30,BBB,AT MATURITY,USD,GB,N
First Majestic Silver Corp,FRCN,2018/1/29,1.875,156500000,2023/3/1,#N/A N/A,CONVERTIBLE,USD,CA,N
Devon Energy Corp,DVN,2015/12/15,5.85,850000000,2025/12/15,BBB-,CALLABLE,USD,US,N
Carvana Co,CVNA,2020/10/2,5.875,600000000,2028/10/1,CCC,CALLABLE,USD,US,N
Tokyo Tatemono Co Ltd,TOKTAT,2021/2/10,1.13,382286800,2061/2/10,#N/A N/A,CALLABLE,JPY,JP,N
Intercontinental Exchange Inc,ICE,2015/11/24,3.75,1250000000,2025/12/1,BBB+,CALLABLE,USD,US,N
HSBC Holdings PLC,HSBC,2020/11/13,0.309,1182640000,2026/11/13,A,CALLABLE,EUR,GB,N
Occidental Petroleum Corp,OXY,2019/9/18,0,2270292000,2036/10/10,BB-,PUTABLE,USD,US,N
Lennar Corp,LEN,2017/1/20,4.125,600000000,2022/1/15,BB+,CALLABLE,USD,US,N
CVS Health Corp,CVS,2020/8/21,1.75,1250000000,2030/8/21,BBB,CALLABLE,USD,US,N
Shriram Transport Finance Co Ltd,SHTFIN,2019/4/24,5.95,750000000,2022/10/24,BB-,AT MATURITY,USD,IN,N
Acadia Healthcare Co Inc,ACHC,2015/8/17,5.625,650000000,2023/2/15,B-,CALLABLE,USD,US,N
Zillow Group Inc,Z,2019/9/9,0.75,673000000,2024/9/1,#N/A N/A,CONVERTIBLE,USD,US,N
Allegheny Technologies Inc,ATI,2013/7/12,7.875,500000000,2023/8/15,B-,CALLABLE,USD,US,N
Goldman Sachs Group Inc/The,GS,2015/1/26,1.375,1127970000,2022/7/26,A-,AT MATURITY,EUR,US,N
Banco BPM SpA,BAMIIM,2019/6/21,2.5,567045000,2024/6/21,BB+,AT MATURITY,EUR,IT,N
Occidental Petroleum Corp,OXY,2018/3/2,4.2,1000000000,2048/3/15,BB-,CALLABLE,USD,US,N
Visa Inc,V,2020/4/2,2.05,1500000000,2030/4/15,AA-,CALLABLE,USD,US,N
Aflac Inc,AFL,2020/4/1,3.6,1000000000,2030/4/1,A-,CALLABLE,USD,US,N
Canadian National Railway Co,CNRCN,2020/5/1,2.45,600000000,2050/5/1,A,CALLABLE,USD,CA,N
Hon Hai Precision Industry Co Ltd,HONHAI,2017/11/6,0,500000000,2022/11/6,#N/A N/A,CONV/PUT,USD,TW,N
ViacomCBS Inc,VIAC,2017/2/28,5.875,650000000,2057/2/28,BB+,CALLABLE,USD,US,N
Chesapeake Energy Corp,CHK,2010/8/17,6.625,1400000000,2020/8/15,NR,AT MATURITY,USD,US,N
Raiffeisen Bank International AG,RBIAV,2013/10/16,6,675475000,2023/10/16,BBB-,AT MATURITY,EUR,AT,N
Lippo Malls Indonesia Retail Trust,LMRTSP,2017/6/19,6.6,86555760,#N/A Field Not Applicable,#N/A N/A,PERP/CALL,SGD,SG,N
Philip Morris International Inc,PM,2020/11/2,1.75,750000000,2030/11/1,A,CALLABLE,USD,US,N
Broadcom Inc,AVGO,2020/8/7,4.11,2221543000,2028/9/15,BBB-,CALLABLE,USD,US,N
HubSpot Inc,HUBS,2020/6/4,0.375,460000000,2025/6/1,#N/A N/A,CONVERTIBLE,USD,US,N
Edison International,EIX,2018/3/13,4.125,550000000,2028/3/15,BBB-,CALLABLE,USD,US,N
Chefs' Warehouse Inc/The,CHEF,2019/11/22,1.875,150000000,2024/12/1,#N/A N/A,CONVERTIBLE,USD,US,N
Bank of New York Mellon Corp/The,BK,2015/4/28,3.65863,1000000000,#N/A Field Not Applicable,BBB+,PERP/CALL,USD,US,N
Telefonaktiebolaget LM Ericsson,ERICB,2017/3/1,0.875,528175000,2021/3/1,BB+,AT MATURITY,EUR,SE,N
Goldman Sachs Group Inc/The,GS,2017/9/29,3.272,2500000000,2025/9/29,A-,CALLABLE,USD,US,N
Lithia Motors Inc,LAD,2020/10/9,4.375,550000000,2031/1/15,BB,CALLABLE,USD,US,N
Royal Mail PLC,RMGLN,2019/10/8,1.25,602404000,2026/10/8,NR,CALLABLE,EUR,GB,N
Apple Inc,AAPL,2016/2/23,4.5,1250000000,2036/2/23,AA+,CALLABLE,USD,US,N
Mastercard Inc,MA,2020/3/26,3.85,1500000000,2050/3/26,A+,CALLABLE,USD,US,N
Navistar International Corp,NAV,2017/11/6,6.625,1100000000,2025/11/1,CCC+,CALLABLE,USD,US,N
CMS Energy Corp,CMS,2020/5/28,4.75,500000000,2050/6/1,BBB-,CALLABLE,USD,US,N
FS Bancorp Inc,FSBW,2021/2/10,3.75,50000000,2031/2/15,#N/A N/A,CALLABLE,USD,US,N
Valaris plc,VAL,2014/9/29,5.75,1025000000,2044/10/1,NR,CALLABLE,USD,GB,N
Alam Sutera Realty Tbk PT,ASRIIJ,2020/11/2,6.25,251003000,2025/11/2,NR,CALL/SINK,USD,ID,N
AbbVie Inc,ABBV,2013/8/5,2.9,3070500000,2022/11/6,BBB,AT MATURITY,USD,US,N
Centene Corp,CNC,2020/1/23,5.375,747218000,2026/8/15,BB+,CALLABLE,USD,US,N
Broadcom Inc,AVGO,2020/8/7,3.15,2237200000,2025/11/15,BBB-,CALLABLE,USD,US,N
Deutsche Bank AG,DB,2020/9/3,1.375,887512500,2026/9/3,BBB-,CALLABLE,EUR,DE,N
JD.com Inc,JD,2020/1/14,4.125,300000000,2050/1/14,BBB,AT MATURITY,USD,KY,N
Becton Dickinson and Co,BDX,2017/6/6,3.363,1750000000,2024/6/6,BBB-,CALLABLE,USD,US,N
Occidental Petroleum Corp,OXY,2020/7/13,8.875,1000000000,2030/7/15,BB-,CALLABLE,USD,US,N
J Sainsbury PLC,SBRYLN,2015/7/30,2.875,389612500,#N/A Field Not Applicable,#N/A N/A,CONV/CALL/PERP,GBP,GB,N
Elis SA,ELISGP,2017/10/6,0,468955973.8,2023/10/6,#N/A N/A,CONVERTIBLE,EUR,FR,N
KOC Holding AS,KCHOL,2016/3/15,5.25,750000000,2023/3/15,B+,CALLABLE,USD,TR,N
Abbott Laboratories,ABT,2020/6/24,1.15,650000000,2028/1/30,A-,CALLABLE,USD,US,N
Westpac Banking Corp,WSTP,2019/7/24,4.11,1250000000,2034/7/24,BBB+,CALLABLE,USD,AU,N
LVMH Moet Hennessy Louis Vuitton SE,MCFP,2020/2/11,0,1911315000,2022/2/11,A+,AT MATURITY,EUR,FR,N
Fidus Investment Corp,FDUS,2020/12/23,4.75,125000000,2026/1/31,#N/A N/A,CALLABLE,USD,US,N
AIA Group Ltd,AIA,2020/4/7,3.375,1000000000,2030/4/7,A,CALLABLE,USD,HK,N
NortonLifeLock Inc,NLOK,2017/2/9,5,1100000000,2025/4/15,BB-,CALLABLE,USD,US,N
Pilgrim's Pride Corp,PPC,2015/3/11,5.75,1000000000,2025/3/15,BB,CALLABLE,USD,US,N
Teck Resources Ltd,TCKBCN,2012/8/8,5.4,500000000,2043/2/1,BBB-,CALLABLE,USD,CA,N
Diversified Healthcare Trust,DHC,2011/12/8,6.75,300000000,2021/12/15,B+,CALLABLE,USD,US,N
Sixt Leasing SE,SIXTLE,2018/5/2,1.5,299185000,2022/5/2,#N/A N/A,CALLABLE,EUR,DE,N
DuPont de Nemours Inc,DD,2018/11/28,5.319,1650000000,2038/11/15,BBB+,CALLABLE,USD,US,N
Bank of America Corp,BAC,2020/6/19,1.319,3000000000,2026/6/19,A,CALLABLE,USD,US,N
Service Properties Trust,SVC,2017/1/13,4.95,400000000,2027/2/15,BB-,CALLABLE,USD,US,N
Amadeus IT Group SA,AMSSM,2018/9/18,0,582975000,2022/3/18,BBB-,AT MATURITY,EUR,ES,N
Bharat Petroleum Corp Ltd,BPCLIN,2012/10/25,4.625,500000000,2022/10/25,BBB-,AT MATURITY,USD,IN,N
Leonardo SpA,LDOIM,2009/10/21,5.25,900804000,2022/1/21,BB+,AT MATURITY,EUR,IT,N
Elanco Animal Health Inc,ELAN,2019/6/26,5.9,731555000,2028/8/28,BB-,CALLABLE,USD,US,N
Svenska Handelsbanken AB,SHBASS,2020/4/15,1,1364625000,2025/4/15,AA,AT MATURITY,EUR,SE,N
Microsoft Corp,MSFT,2015/11/3,3.125,3000000000,2025/11/3,AAA,CALLABLE,USD,US,N
CA Immobilien Anlagen AG,CAIAV,2020/10/27,1,413885500,2025/10/27,NR,CALLABLE,EUR,AT,Y
Merck KGaA,MRKGR,2019/6/25,2.875,1136300000,2079/6/25,BBB,CALLABLE,EUR,DE,N
EOG Resources Inc,EOG,2020/4/14,4.375,750000000,2030/4/15,A-,CALLABLE,USD,US,N
Fortum Oyj,FUMVFH,2019/2/27,1.625,852682500,2026/2/27,BBB,CALLABLE,EUR,FI,N
Grand City Properties SA,GYCGR,2021/1/11,0.125,1216710000,2028/1/11,NR,CALLABLE,EUR,LU,N
Elis SA,ELISGP,2018/2/15,1.875,810654000,2023/2/15,NR,CALLABLE,EUR,FR,N
Morgan Stanley,MS,2014/4/28,3.875,3000000000,2024/4/29,A,AT MATURITY,USD,US,N
Orpea SA,ORPFP,2019/5/17,0.375,558219953.7,2027/5/17,#N/A N/A,CONVERTIBLE,EUR,FR,N
Orpea SA,ORPFP,2018/3/8,2.625,492752000,2025/3/10,#N/A N/A,CALLABLE,EUR,FR,N
General Motors Co,GM,2017/8/7,5.4,750000000,2048/4/1,BBB-,CALLABLE,USD,US,N
Standard Chartered PLC,STANLN,2013/1/11,3.95,2000000000,2023/1/11,BBB,AT MATURITY,USD,GB,N
Pfizer Inc,PFE,2020/3/27,2.625,1250000000,2030/4/1,A,CALLABLE,USD,US,N
Emirates NBD Bank PJSC,EBIUH,2021/2/19,3.32,116140500,2026/2/19,NR,AT MATURITY,CNY,AE,N
Falabella SA,BFALA,2017/10/30,3.75,400000000,2027/10/30,BBB,CALLABLE,USD,CL,N
DEMIRE Deutsche Mittelstand Real Estate AG,DMREGR,2019/10/15,1.875,661362000,2024/10/15,BB,CALLABLE,EUR,DE,N
Banco Santander SA,SANTAN,2020/5/28,3.49,1000000000,2030/5/28,BBB+,AT MATURITY,USD,ES,N
Australia & New Zealand Banking Group Ltd,ANZ,2019/11/21,1.125,1106270000,2029/11/21,BBB+,CALLABLE,EUR,AU,N
Apple Inc,AAPL,2017/2/9,3,1750000000,2024/2/9,AA+,CALLABLE,USD,US,N
Qantas Airways Ltd,QANAU,2019/11/27,2.95,288022500,2029/11/27,NR,CALLABLE,AUD,AU,N
UniCredit SpA,UCGIM,2016/8/31,0.172,876576897.7,2024/8/31,#N/A N/A,AT MATURITY,EUR,IT,N
Banca Monte dei Paschi di Siena SpA,MONTE,2019/7/10,4,562965000,2022/7/10,B-,AT MATURITY,EUR,IT,N
J2 Global Inc,JCOM,2019/11/15,1.75,550000000,2026/11/1,NR,CONVERTIBLE,USD,US,N
Cheniere Energy Partners LP,CQP,2018/7/26,5.25,1499925000,2025/10/1,BB,CALLABLE,USD,US,N
Takeda Pharmaceutical Co Ltd,TACHEM,2019/12/13,4,1237755000,2021/11/26,BBB,CALLABLE,USD,JP,N
IMMOFINANZ AG,IIAAV,2020/10/15,2.5,584865000,2027/10/15,NR,CALLABLE,EUR,AT,N
Orange SA,ORAFP,2019/1/15,0.5,740337000,2022/1/15,BBB+,CALLABLE,EUR,FR,N
Wienerberger AG,WIEAV,2020/6/4,2.75,453160000,2025/6/4,NR,CALLABLE,EUR,AT,N
Molina Healthcare Inc,MOH,2020/6/2,4.375,800000000,2028/6/15,BB-,CALLABLE,USD,US,N
Morgan Stanley,MS,2017/5/19,2.75,3250000000,2022/5/19,A,AT MATURITY,USD,US,N
Banco Bilbao Vizcaya Argentaria SA,BBVASM,2018/3/9,0.066,1847655000,2023/3/9,BBB+,AT MATURITY,EUR,ES,N
Bank of America Corp,BAC,2020/4/29,2.592,3000000000,2031/4/29,A,CALLABLE,USD,US,N
Two Harbors Investment Corp,TWO,2017/1/19,6.25,287500000,2022/1/15,#N/A N/A,CONVERTIBLE,USD,US,N
ERG SpA,ERGIM,2020/9/11,0.5,710238000,2027/9/11,NR,CALLABLE,EUR,IT,Y
McDonald's Corp,MCD,2020/3/27,3.6,1000000000,2030/7/1,BBB+,CALLABLE,USD,US,N
Bank of America Corp,BAC,2014/1/21,4.125,2500000000,2024/1/22,A,AT MATURITY,USD,US,N
Turkiye Is Bankasi AS,ISCTR,2014/6/25,5,750000000,2021/6/25,B,AT MATURITY,USD,TR,N
A2A SpA,AEMSPA,2020/10/28,0.625,587530000,2032/10/28,BBB,CALLABLE,EUR,IT,N
Kroger Co/The,KR,2020/1/13,3.95,750000000,2050/1/15,BBB,CALLABLE,USD,US,N
US Bancorp,USB,2017/2/13,5.3,1000000000,#N/A Field Not Applicable,BBB+,PERP/CALL,USD,US,N
Ubisoft Entertainment SA,UBIFP,2019/9/24,0,550724886.6,2024/9/24,#N/A N/A,CONVERTIBLE,EUR,FR,N
Gap Inc/The,GPS,2020/5/7,8.875,1000000000,2027/5/15,BB,CALLABLE,USD,US,N
General Electric Co,GE,2009/1/9,6.875,4000000000,2039/1/10,BBB,AT MATURITY,USD,US,N
Mota-Engil SGPS SA,EGLPL,2019/10/30,4.375,186756644.2,2024/10/30,#N/A N/A,AT MATURITY,EUR,PT,N
Banca Popolare di Sondrio SCPA,BPSOIM,2019/4/3,2.375,562220000,2024/4/3,BB+,AT MATURITY,EUR,IT,N
EQT Corp,EQT,2020/11/16,5,350000000,2029/1/15,BB,CALLABLE,USD,US,N
Almirall SA,ALMSM,2018/12/14,0.25,282527500,2021/12/14,NR,CONVERTIBLE,EUR,ES,N
Lockheed Martin Corp,LMT,2020/5/20,2.8,750000000,2050/6/15,A-,CALLABLE,USD,US,N
AES Corp/The,AES,2020/12/4,1.375,800000000,2026/1/15,BB+,CALLABLE,USD,US,Y
MPLX LP,MPLX,2018/2/8,4.7,1500000000,2048/4/15,BBB,CALLABLE,USD,US,N
Baidu Inc,BIDU,2020/10/9,2.375,300000000,2030/10/9,A-,CALLABLE,USD,KY,N
Oracle Corp,ORCL,2016/7/7,2.65,3000000000,2026/7/15,A-,CALLABLE,USD,US,N
Quanta Services Inc,PWR,2020/9/22,2.9,1000000000,2030/10/1,BBB-,CALLABLE,USD,US,N
Microsoft Corp,MSFT,2017/2/6,2.4,1750000000,2022/2/6,AAA,CALLABLE,USD,US,N
Greenbrier Cos Inc/The,GBX,2017/2/6,2.875,275000000,2024/2/1,#N/A N/A,CONVERTIBLE,USD,US,N
Bright Scholar Education Holdings Ltd,BEDUUS,2019/7/31,7.45,300000000,2022/7/31,BB-,AT MATURITY,USD,KY,N
Cie Generale des Etablissements Michelin SCA,MLFP,2018/1/10,0,600000000,2023/11/10,NR,CONVERTIBLE,USD,FR,N
Crown Castle International Corp,CCI,2017/8/1,3.65,1000000000,2027/9/1,BBB-,CALLABLE,USD,US,N
Wells Fargo & Co,WFC,2020/6/2,2.393,3250000000,2028/6/2,A,CALLABLE,USD,US,N
Parker-Hannifin Corp,PH,2019/6/14,3.25,1000000000,2029/6/14,BBB+,CALLABLE,USD,US,N
SES SA,SESGFP,2016/11/29,5.625,584501500,#N/A Field Not Applicable,BB,PERP/CALL,EUR,LU,N
CaixaBank SA,CABKSM,2019/9/26,0.625,1092570000,2024/10/1,BBB,AT MATURITY,EUR,ES,N
Ares Capital Corp,ARCC,2016/9/19,3.625,600000000,2022/1/19,BBB-,CALLABLE,USD,US,N
Prudential PLC,PRUFIN,2016/9/13,4.375,725000000,#N/A Field Not Applicable,BBB+,PERP/CALL,USD,GB,N
Magellan Health Inc,MGLN,2017/9/22,4.9,400000000,2024/9/22,NR,CALLABLE,USD,US,N
CIFI Holdings Group Co Ltd,CIFIHG,2019/2/28,7.625,300000000,2023/2/28,BB-,CALLABLE,USD,KY,N
Tractor Supply Co,TSCO,2020/10/30,1.75,650000000,2030/11/1,BBB,CALLABLE,USD,US,N
Wynn Macau Ltd,WYNMAC,2017/9/20,5.5,750000000,2027/10/1,B+,CALLABLE,USD,KY,N
Carrefour SA,CAFP,2020/4/1,2.625,1092530000,2027/12/15,NR,CALLABLE,EUR,FR,N
Banco BPM SpA,BAMIIM,2018/4/24,1.75,612025000,2023/4/24,BB+,AT MATURITY,EUR,IT,N
Carrier Global Corp,CARR,2020/12/8,3.377,1499960000,2040/4/5,BBB-,CALLABLE,USD,US,N
Lowe's Cos Inc,LOW,2020/10/22,1.3,1000000000,2028/4/15,BBB+,CALLABLE,USD,US,N
Apple Inc,AAPL,2015/2/9,3.45,2000000000,2045/2/9,AA+,AT MATURITY,USD,US,N
New Relic Inc,NEWR,2018/5/18,0.5,500250000,2023/5/1,#N/A N/A,CONVERTIBLE,USD,US,N
Ball Corp,BLL,2013/5/16,4,1000000000,2023/11/15,BB+,AT MATURITY,USD,US,N
mBank SA,MBKPW,2018/9/5,1.058,581060000,2022/9/5,BBB-,AT MATURITY,EUR,PL,N
CDK Global Inc,CDK,2018/6/18,5.875,500000000,2026/6/15,BB+,CALLABLE,USD,US,N
Morgan Stanley,MS,2014/2/28,#N/A N/A,35000000,2034/2/28,NR,AT MATURITY,USD,US,N
State Street Corp,STT,2018/9/27,5.625,500000000,#N/A Field Not Applicable,BBB+,PERP/CALL,USD,US,N
Deutsche Bank AG,DB,2017/5/16,0.253,1384475000,2022/5/16,BBB-,AT MATURITY,EUR,DE,N
Daimler AG,DAIGR,2019/8/8,0.75,840382500,2030/2/8,BBB+,AT MATURITY,EUR,DE,N
Concho Resources Inc,CXO,2018/7/2,4.85,600000000,2048/8/15,A-,CALLABLE,USD,US,N
Howmet Aerospace Inc,HWM,2007/1/25,5.9,625000000,2027/2/1,BB,AT MATURITY,USD,US,N
Inter Pipeline Ltd,IPLCN,2020/6/1,4.232,514804500,2027/6/1,BBB-,CALLABLE,CAD,CA,N
Starbucks Corp,SBUX,2020/5/7,2.55,1250000000,2030/11/15,BBB,CALLABLE,USD,US,N
EnBW Energie Baden-Wuerttemberg AG,ENBW,2016/10/5,5.125,300000000,2077/4/5,BBB-,CALLABLE,USD,DE,N
Hella GmbH & Co KGaA,HELLA,2019/9/3,0.5,548510000,2027/1/26,NR,CALLABLE,EUR,DE,N
Wells Fargo & Co,WFC,2013/8/15,4.125,1500000000,2023/8/15,A-,AT MATURITY,USD,US,N
BNP Paribas SA,BNP,2020/8/12,2.588,1500000000,2035/8/12,BBB+,CALLABLE,USD,FR,N
ING Groep NV,INTNED,2015/4/16,6.5,1250000000,#N/A Field Not Applicable,BB+,PERP/CALL,USD,NL,N
Telia Co AB,TELIAS,2020/2/11,1.375,546090000,2081/5/11,BBB-,CALLABLE,EUR,SE,Y
Welltower Inc,WELL,2020/6/30,2.75,600000000,2031/1/15,BBB+,CALLABLE,USD,US,N
Lumen Technologies Inc,LUMN,2016/4/6,7.5,1000000000,2024/4/1,B+,CALLABLE,USD,US,N
BNP Paribas SA,BNP,2016/1/15,1.125,1368925000,2023/1/15,A+,AT MATURITY,EUR,FR,N
PepsiCo Inc,PEP,2020/3/19,2.75,1500000000,2030/3/19,A+,CALLABLE,USD,US,N
ON Semiconductor Corp,ON,2020/8/21,3.875,700000000,2028/9/1,BB,CALLABLE,USD,US,N
Natwest Group PLC,NWG,2020/5/14,3.622,1219700000,2030/8/14,BBB-,CALLABLE,GBP,GB,N
Tencent Holdings Ltd,TENCNT,2018/1/19,3.925,1000000000,2038/1/19,A+,CALLABLE,USD,KY,N
Morgan Stanley,MS,2020/4/28,2.188,3000000000,2026/4/28,A,CALLABLE,USD,US,N
Jiayuan International Group Ltd,JIAYUA,2019/7/11,13.75,322500000,2022/3/11,B-,PUTABLE,USD,KY,N
Indra Sistemas SA,IDRSM,2016/10/7,1.25,279190000,2023/10/7,#N/A N/A,CONV/PUT,EUR,ES,N
Natwest Group PLC,NWG,2020/8/28,3.032,850000000,2035/11/28,BBB-,CALLABLE,USD,GB,N
Zhejiang Expressway Co Ltd,ZJEXPR,2021/1/20,0,278456400,2026/1/20,#N/A N/A,CONV/PUT,EUR,CN,N
JPMorgan Chase & Co,JPM,2014/1/28,3.875,1500000000,2024/2/1,A,AT MATURITY,USD,US,N
Service Properties Trust,SVC,2019/9/18,4.35,825000000,2024/10/1,BB-,CALLABLE,USD,US,N
Raytheon Technologies Corp,RTX,2018/8/16,4.125,3000000000,2028/11/16,BBB+,CALLABLE,USD,US,N
SEB SA,SKFP,2016/11/17,0,159538455.3,2021/11/17,#N/A N/A,CONVERTIBLE,EUR,FR,N
AbbVie Inc,ABBV,2016/5/12,3.2,2000000000,2026/5/14,BBB,CALLABLE,USD,US,N
Westpac Banking Corp,WSTP,2019/2/26,3.3,1250000000,2024/2/26,AA-,AT MATURITY,USD,AU,N
Welbilt Inc,WBT,2016/9/26,9.5,425000000,2024/2/15,CCC-,CALLABLE,USD,US,N
Qorvo Inc,QRVO,2020/8/21,4.375,848499000,2029/10/15,BB+,CALLABLE,USD,US,N
Banca Popolare dell'Alto Adige SpA,BPOPAA,2017/10/6,5.625,117239000,2027/10/6,BB-,CALLABLE,EUR,IT,N
Healthpeak Properties Inc,PEAK,2014/8/14,3.875,800000000,2024/8/15,BBB+,CALLABLE,USD,US,N
Enjoy SA,ENJOY,2020/8/14,6,196637138,2027/8/14,NR,CALLABLE,USD,CL,N
Japan Post Insurance Co Ltd,KAMPOS,2021/1/28,1.05,1918032000,2051/1/28,#N/A N/A,CALLABLE,JPY,JP,N
VeriSign Inc,VRSN,2013/10/4,4.625,750000000,2023/5/1,BB+,CALLABLE,USD,US,N
ASTM SpA,ATIM,2018/2/8,1.625,673766500,2028/2/8,BBB,CALLABLE,EUR,IT,N
Duke Energy Corp,DUK,2020/9/11,0.9,650000000,2025/9/15,BBB,CALLABLE,USD,US,N
UniCredit SpA,UCGIM,2019/4/2,7.296,1250000000,2034/4/2,BB+,CALLABLE,USD,IT,N
DP World PLC,DPWDU,2018/9/25,5.625,1300000000,2048/9/25,BBB-,AT MATURITY,USD,AE,N
Commerzbank AG,CMZB,2020/1/22,0.875,831427500,2027/1/22,BBB-,AT MATURITY,EUR,DE,N
Logan Group Co Ltd,LOGPH,2018/8/27,7.5,300000000,2021/8/27,BB-,CALLABLE,USD,KY,N
QNB Finansbank AS,QNBFB,2019/3/7,6.875,650000000,2024/9/7,B,AT MATURITY,USD,TR,N
Hoegh LNG Holdings Ltd,HLNG,2017/2/1,5.47,181795500,2022/2/1,#N/A N/A,CALLABLE,NOK,BM,N
QBE Insurance Group Ltd,QBEAU,2020/8/25,2.7685,358587500,2036/8/25,BBB,CALLABLE,AUD,AU,N
Fnac Darty SA,FNACFP,2019/5/14,2.625,392346500,2026/5/30,NR,CALLABLE,EUR,FR,N
Amadeus IT Group SA,AMSSM,2020/9/24,1.875,874695000,2028/9/24,BBB-,CALLABLE,EUR,ES,N
Petkim Petrokimya Holding AS,PETKM,2018/1/26,5.875,500000000,2023/1/26,B,CALLABLE,USD,TR,N
Newell Brands Inc,NWL,2016/3/30,5.875,500000000,2036/4/1,BB,CALLABLE,USD,US,N
Just Eat Takeaway.com NV,TKWYNA,2019/1/25,2.25,285137500,2024/1/25,#N/A N/A,CONVERTIBLE,EUR,NL,N
AT&T Inc,T,2020/5/28,3.85,1500000000,2060/6/1,BBB,CALLABLE,USD,US,N
Morgan Stanley,MS,2017/7/24,3.591,3000000000,2028/7/22,A,CALLABLE,USD,US,N
ProAssurance Corp,PRA,2013/11/21,5.3,250000000,2023/11/15,BBB-,AT MATURITY,USD,US,N
PDC Energy Inc,PDCE,2016/9/14,1.125,200000000,2021/9/15,BB-,CONVERTIBLE,USD,US,N
Union Pacific Corp,UNP,2020/1/31,2.4,750000000,2030/2/5,BBB+,CALLABLE,USD,US,N
Credit Suisse Group AG,CS,2019/9/11,3,528585750,#N/A Field Not Applicable,BB,PERP/CALL,CHF,CH,N
PepsiCo Inc,PEP,2020/5/1,1.625,1000000000,2030/5/1,A+,CALLABLE,USD,US,N
Neoen SA,NEOEN,2019/10/7,1.875,219653974.9,2024/10/7,#N/A N/A,CONVERTIBLE,EUR,FR,N
Fiserv Inc,FISV,2019/6/24,3.5,3000000000,2029/7/1,BBB,CALLABLE,USD,US,N
CIFI Holdings Group Co Ltd,CIFIHG,2019/3/28,6.55,555000000,2024/3/28,BB-,CALLABLE,USD,KY,N
Canadian Imperial Bank of Commerce,CM,2021/1/19,1.1,981755000,2026/1/19,A,AT MATURITY,CAD,CA,N
Commerzbank AG,CMZB,2020/9/23,0.75,584065000,2026/3/24,BBB-,CALLABLE,EUR,DE,Y
CPI Property Group SA,CPIPGR,2018/5/9,4.375,652052500,#N/A Field Not Applicable,BB+,PERP/CALL,EUR,LU,N
Synchrony Financial,SYF,2014/8/11,4.25,1250000000,2024/8/15,BBB-,CALLABLE,USD,US,N
Country Garden Holdings Co Ltd,COGARD,2019/4/8,6.5,550000000,2024/4/8,NR,CALLABLE,USD,KY,N
Canopy Growth Corp,WEEDCN,2018/6/20,4.25,450946200,2023/7/15,#N/A N/A,CONVERTIBLE,CAD,CA,N
Altice France SA/France,SFRFP,2020/2/6,2.125,548750000,2025/2/15,B,CALLABLE,EUR,FR,N
Telecom Italia SpA/Milano,TITIM,2016/9/30,3,1122750000,2025/9/30,BB,AT MATURITY,EUR,IT,N
Boeing Co/The,BA,2019/2/15,3.2,1000000000,2029/3/1,BBB-,CALLABLE,USD,US,N
Newell Brands Inc,NWL,2016/3/30,4.35,1750000000,2023/4/1,BB,CALLABLE,USD,US,N
Capex SA,CAPXAR,2017/5/15,6.875,300000000,2024/5/15,CCC+,CALLABLE,USD,AR,N
DS Smith PLC,SMDSLN,2019/9/12,0.875,664074000,2026/9/12,NR,CALLABLE,EUR,GB,N
JD.com Inc,JD,2016/4/29,3.875,500000000,2026/4/29,BBB,AT MATURITY,USD,KY,N
Altria Group Inc,MO,2009/2/6,10.2,1500000000,2039/2/6,BBB,AT MATURITY,USD,US,N
AbbVie Inc,ABBV,2015/5/14,4.5,2500000000,2035/5/14,BBB,CALLABLE,USD,US,N
Stellantis NV,STLA,2018/3/20,2,797004000,2025/3/20,BBB-,CALLABLE,EUR,NL,N
Cellnex Telecom SA,CLNXSM,2015/7/27,3.125,666756000,2022/7/27,BB+,AT MATURITY,EUR,ES,N
GN Store Nord AS,GNDC,2019/5/21,0,368286600,2024/5/21,#N/A N/A,CONVERTIBLE,EUR,DK,N
Johnson & Johnson,JNJ,2020/8/25,0.95,1500000000,2027/9/1,AAA,CALLABLE,USD,US,N
Bank of Georgia JSC,GEBGG,2019/3/28,11.125,100000000,#N/A Field Not Applicable,NR,PERP/CALL,USD,GE,N
AXA SA,AXASA,2000/12/15,8.6,1250000000,2030/12/15,BBB+,AT MATURITY,USD,FR,N
VeriSign Inc,VRSN,2017/9/19,4.75,549984000,2027/7/15,BB+,CALLABLE,USD,US,N
ViacomCBS Inc,VIAC,2020/4/1,4.95,1250000000,2031/1/15,BBB,CALLABLE,USD,US,N
LEG Immobilien AG,LEGGR,2020/6/30,0.4,618381500,2028/6/30,#N/A N/A,CONVERTIBLE,EUR,DE,N
BAWAG Group AG,BGAV,2018/4/25,5,365556000,#N/A Field Not Applicable,NR,PERP/CALL,EUR,AT,N
